Timestamp,Name,Registration Number,Gender,Batch,Area or Locality Near College,Type of Accommodation,Latitude (Accommodation),Longitude (Accommodation),Pincode,Commute Mode(s),How long is your commute,Do you usually travel alone or with others?,When Do You Leave for College?,When Do You Return Home?,Days of the Week You Commute,Have You Experienced Any Safety Incidents?,How many incidents have you experienced?,Where Did the Incident Happen?,Latitude (Incident),Longitude (Incident),Describe the incident,At which date the incident happen?,At what time the incident happen?,Was there any emergency support available?,Was the area had well lighting?,Were there any witnesses or bystanders present?,How Safe Do You Feel in Your Accommodation?,How Safe Do You Feel During Your Commute?,How likely are you to report an incident?,Do you feel informed about crime prevention strategies?,Do you know how to report safety concerns?,Confidence in staying safe,Has Incident,Encoded_Commute_Mode,Encoded_Accommodation,Leave_Hour,Leave_Day,Risk_Score
38:57.1,Harsh Sengupta,2024BTech112,Other,2023,Sehore,Rented Flat,0.5172183865696951,0.3761763920430212,466001,"['College Bus', 'Bike']",15–30 mins,With friends,1:15 PM,10:00 AM,"['Tuesday', 'Thursday', 'Wednesday']",Yes,1,"17, Gera Marg
Kolhapur-932087",0.9875990101611992,0.9982793927713387,Quae itaque dicta ipsum id cupiditate optio.,10-02-2024,19:53:03,Not Sure,Not Sure,Yes,3,4,3,No,Yes,3,1,27,2,,,2
58:48.0,Zashil Kalita,2022BTech520,Female,2023,Bhopal,PG,0.1713088296543006,0.04927042108155888,466001,"['Bike', 'College Bus', 'Personal Car']",15–30 mins,With friends,6:00 PM,2:45 PM,"['Saturday', 'Thursday', 'Wednesday']",No,0,,0.0,0.0,,,,No,Yes,No,2,5,5,Yes,No,2,1,1,1,,,1
46:21.7,Charita Om,2024BTech165,Male,2023,Kotri,Rented Flat,0.6615032198122535,0.8763079110168803,462030,['Bike'],45 mins–1 hour,With friends,11:40 AM,5:55 PM,"['Thursday', 'Monday', 'Wednesday']",Yes,1,"65/51
Ramaswamy Zila, Jamshedpur-619934",0.9972050073146657,0.9935889132337028,Accusantium tempore et dolores.,07-02-2024,17:40:16,Not Sure,Not Sure,No,5,4,3,Yes,No,5,1,24,2,,,2
19:44.3,Devansh Karpe,2022BTech976,Male,2024,Sehore,Hostel,0.9354615865184357,0.8935439243253995,466001,"['Private Bus', 'Bike']",45 mins–1 hour,With friends,2:50 PM,7:30 PM,"['Saturday', 'Tuesday', 'Wednesday', 'Monday']",No,0,,0.0,0.0,,,,No,Yes,No,2,4,3,Not Sure,Yes,3,1,94,0,,,1
51:00.6,Keya Kamdar,2020BTech169,Female,2023,Bhopal,Rented Flat,0.03563619325280598,0.10257877584948005,466001,"['College Bus', 'Personal Car', 'Walking']",30–45 mins,With friends,8:30 AM,5:55 PM,"['Monday', 'Tuesday', 'Saturday', 'Wednesday', 'Thursday', 'Friday']",Yes,1,"13, Bal Zila
Uluberia-477159",0.9914932137019205,0.9945087201007123,Id laudantium voluptates blanditiis inventore.,20-10-2024,10:35:16,Yes,No,No,2,1,1,Not Sure,No,3,1,36,2,,,2
23:39.2,Brijesh Vohra,2024BTech867,Male,2023,Sehore,Rented Flat,0.02214622112580855,0.5209215564618148,466001,"['College Bus', 'Bike', 'Monthly Cab']",45 mins–1 hour,Alone,8:30 AM,10:00 AM,"['Wednesday', 'Thursday', 'Friday', 'Tuesday', 'Saturday']",No,0,,0.0,0.0,,,,Yes,No,No,2,2,4,Not Sure,Yes,1,1,25,2,,,1
41:24.2,Advika Konda,2025BTech543,Male,2023,Kotri,Hostel,0.37065285297791917,0.3756262210683303,466001,"['College Bus', 'Personal Car']",45 mins–1 hour,With friends,4:25 PM,10:00 AM,"['Friday', 'Thursday', 'Monday', 'Tuesday', 'Saturday']",Yes,3,"H.No. 46, Tailor Chowk, Anantapuram-037703",0.9803813398115001,0.9958270819864241,Ducimus suscipit expedita repellendus distinctio.,06-07-2024,02:50:41,Yes,No,Yes,4,2,3,No,No,2,1,37,0,,,4
54:31.9,Jagat Date,2025BTech782,Female,2023,Sehore,PG,0.8587047063723432,0.9643613699658999,462030,"['Monthly Cab', 'Personal Car', 'Private Bus']",30–45 mins,With friends,4:25 PM,11:35 AM,"['Monday', 'Tuesday', 'Thursday']",Yes,1,"44, Saran Street, Hubli–Dharwad 575547",0.989391872564234,0.9991744512400748,Libero aliquam illum provident.,07-10-2024,09:17:21,Not Sure,Yes,No,1,3,1,Not Sure,Yes,1,1,56,1,,,2
35:26.2,Onveer Saxena,2020BTech325,Female,2025,Kotri,PG,0.38711434338255657,0.158995395831937,466001,"['Monthly Cab', 'College Bus']",15–30 mins,With friends,2:50 PM,2:45 PM,"['Saturday', 'Wednesday', 'Tuesday']",No,0,,0.0,0.0,,,,No,Not Sure,Yes,1,2,1,Yes,No,1,1,55,1,,,1
32:22.1,Wishi Sarma,2021BTech739,Male,2023,Sehore,PG,0.7928046807419946,0.015374668441666017,462030,"['Personal Car', 'Bike', 'College Bus']",30–45 mins,Alone,6:00 PM,5:55 PM,"['Friday', 'Monday', 'Saturday', 'Tuesday', 'Thursday']",Yes,2,"H.No. 659, Kale Street, Gwalior 546122",0.9834093939690959,0.9997360127840058,Nesciunt explicabo beatae ad quia officia accusantium.,17-06-2024,10:22:26,Not Sure,Not Sure,Yes,2,2,4,Yes,No,3,1,67,1,,,3
01:46.0,Krish Grover,2025BTech137,Female,2025,Sehore,Rented Flat,0.7358732739563578,0.5670294984007,466001,['College Bus'],30–45 mins,With friends,10:05 AM,10:00 AM,"['Wednesday', 'Tuesday', 'Friday', 'Monday']",Yes,2,"73/887
Bhardwaj, Ulhasnagar 025016",0.9806506628568746,0.9956870045038084,Repellat harum repellat ipsam delectus.,31-08-2024,23:46:39,Yes,Not Sure,Yes,2,4,2,No,No,2,1,50,2,,,3
09:37.4,Kabir Mammen,2021BTech115,Other,2025,Kotri,Rented Flat,0.9053819722551424,0.3195810668899526,462030,"['Private Bus', 'Bike']",30–45 mins,With friends,2:50 PM,5:55 PM,"['Monday', 'Friday', 'Tuesday', 'Thursday', 'Wednesday']",No,0,,0.0,0.0,,,,No,Not Sure,No,4,5,3,Not Sure,No,4,1,94,2,,,1
37:20.5,Lopa Shetty,2020BTech639,Other,2023,Bhopal,Rented Flat,0.02628111684233403,0.49323229463462326,466001,['Bike'],30–45 mins,With friends,8:30 AM,7:30 PM,"['Wednesday', 'Friday', 'Thursday', 'Monday', 'Tuesday']",No,0,,0.0,0.0,,,,Yes,No,Yes,1,3,2,Not Sure,Yes,2,1,24,2,,,1
10:25.8,Onveer Morar,2025BTech878,Other,2023,Bhopal,Rented Flat,0.8318989683785603,0.9029349814367436,466001,"['Private Bus', 'Bike', 'College Bus']",30–45 mins,Alone,10:05 AM,2:45 PM,"['Saturday', 'Tuesday', 'Monday', 'Friday', 'Thursday', 'Wednesday']",No,0,,0.0,0.0,,,,Not Sure,Not Sure,No,4,5,1,No,Yes,1,1,90,2,,,1
24:05.5,Mekhala Mutti,2021BTech116,Other,2024,Kotri,Hostel,0.16738017813089812,0.5690313978961115,462030,"['College Bus', 'Scooty']",30–45 mins,With friends,6:00 PM,5:55 PM,"['Tuesday', 'Monday', 'Wednesday', 'Friday', 'Thursday', 'Saturday']",Yes,3,"H.No. 10, Kari Zila, Thanjavur 721619",0.986996948878034,0.9978182054662864,Dicta unde ipsam quasi veniam.,12-02-2024,05:43:19,Not Sure,Not Sure,Yes,1,1,5,No,Yes,1,1,44,0,,,4
38:36.5,Champak Chawla,2024BTech728,Male,2025,Bhopal,PG,0.8847635600551058,0.3068046511534419,466001,"['Walking', 'College Bus', 'Scooty']",15–30 mins,Alone,8:30 AM,7:30 PM,"['Friday', 'Tuesday', 'Saturday']",Yes,2,"H.No. 836, Tripathi Path
Panchkula-834181",0.9970606845512545,0.9997771224799908,Enim non eveniet quae.,27-01-2024,20:22:53,No,No,No,1,1,3,No,No,2,1,141,1,,,3
56:44.5,Jatin Narasimhan,2023BTech103,Female,2023,Sehore,PG,0.7433240957293421,0.4391890399516569,466001,"['Monthly Cab', 'Scooty', 'Private Bus']",45 mins–1 hour,Alone,11:40 AM,11:35 AM,"['Wednesday', 'Tuesday', 'Monday']",No,0,,0.0,0.0,,,,No,Not Sure,Yes,3,1,1,No,Yes,2,1,60,1,,,1
12:10.5,Unnati Yadav,2024BTech175,Female,2023,Sehore,Rented Flat,0.04501329574215163,0.2848259230925123,466001,['Monthly Cab'],15–30 mins,With friends,2:50 PM,10:00 AM,"['Thursday', 'Saturday', 'Tuesday', 'Friday']",No,0,,0.0,0.0,,,,Yes,Not Sure,Yes,1,5,5,No,No,3,1,66,2,,,1
15:10.2,Isaiah Minhas,2021BTech613,Female,2024,Sehore,Rented Flat,0.5882484862076609,0.11792131751892043,462030,"['College Bus', 'Personal Car', 'Walking']",30–45 mins,Alone,4:25 PM,10:00 AM,"['Thursday', 'Friday', 'Wednesday']",Yes,1,"H.No. 292, Bassi Nagar
Purnia-153823",0.9884892062448046,0.9943951458558723,Laborum consectetur architecto ab facere.,24-06-2024,22:03:38,No,Not Sure,Yes,5,3,2,Yes,No,4,1,36,2,,,2
25:45.6,Kabir Basak,2023BTech897,Female,2023,Bhopal,Rented Flat,0.4272278377599008,0.538008983448691,462030,"['Walking', 'Monthly Cab', 'College Bus']",15–30 mins,Alone,4:25 PM,10:00 AM,"['Thursday', 'Tuesday', 'Monday', 'Saturday', 'Wednesday']",Yes,3,"70/02
Kannan Marg, Satara 355724",0.9931495419188678,0.9967064501254936,Optio sequi eveniet quibusdam est.,25-11-2024,19:34:00,No,Not Sure,Yes,3,4,3,Yes,Yes,1,1,144,2,,,4
17:02.5,Guneet Gade,2022BTech912,Other,2025,Sehore,Rented Flat,0.30619453432863963,0.836860250548682,466001,"['Monthly Cab', 'College Bus']",45 mins–1 hour,With friends,8:30 AM,7:30 PM,"['Wednesday', 'Friday', 'Tuesday', 'Thursday']",Yes,3,"32, Dua Street
Karimnagar-274274",0.9829875339776684,0.996148991809222,Placeat eveniet quaerat aliquid odit similique vel.,07-08-2024,23:37:18,Not Sure,No,No,3,5,1,Yes,No,3,1,55,2,,,4
22:59.0,Qasim Trivedi,2020BTech910,Other,2024,Kotri,Rented Flat,0.9192684138019374,0.7951396209442407,462030,"['Walking', 'Scooty', 'Bike']",45 mins–1 hour,With friends,10:05 AM,5:55 PM,"['Monday', 'Wednesday', 'Friday', 'Saturday', 'Thursday', 'Tuesday']",No,0,,0.0,0.0,,,,Not Sure,No,No,4,1,4,No,No,5,1,157,2,,,1
31:23.4,Krishna Chopra,2020BTech414,Other,2025,Bhopal,PG,0.23739307339889848,0.698879779610337,462030,"['Bike', 'College Bus']",45 mins–1 hour,Alone,10:05 AM,2:45 PM,"['Monday', 'Friday', 'Saturday']",Yes,3,"060, Bhatti Ganj, Vadodara-062182",0.9833605770390951,0.9993953416624123,Illum placeat aliquam adipisci commodi aliquam.,02-09-2024,16:35:30,Yes,No,Yes,4,4,4,Not Sure,No,1,1,3,1,,,4
39:16.8,Adya Sahni,2020BTech801,Female,2025,Sehore,PG,0.8474854227405189,0.8313545249554579,462030,"['College Bus', 'Scooty']",45 mins–1 hour,Alone,4:25 PM,5:55 PM,"['Wednesday', 'Saturday', 'Monday', 'Tuesday']",No,0,,0.0,0.0,,,,Yes,No,No,3,4,2,Yes,No,3,1,44,1,,,1
10:26.7,Meghana Jani,2024BTech778,Other,2023,Sehore,Rented Flat,0.26392648896293025,0.20067385904781077,466001,"['Monthly Cab', 'Bike']",15–30 mins,Alone,6:00 PM,7:30 PM,"['Thursday', 'Saturday', 'Tuesday', 'Monday']",Yes,2,"H.No. 80
Batta Ganj, Pudukkottai 334842",0.9936918907758856,0.9940256360115776,Voluptatibus fuga tempora molestiae id provident.,07-04-2024,13:04:07,Yes,Not Sure,No,3,4,3,Yes,Yes,5,1,51,2,,,3
05:37.7,Ayush Behl,2020BTech855,Female,2025,Sehore,Hostel,0.4360923333226481,0.05692462456855196,466001,"['Scooty', 'College Bus']",30–45 mins,With friends,4:25 PM,1:10 PM,"['Tuesday', 'Monday', 'Friday']",No,0,,0.0,0.0,,,,Yes,Yes,Yes,5,2,4,Not Sure,Yes,5,1,121,0,,,1
53:05.7,Rohan Sule,2023BTech575,Male,2024,Kotri,Rented Flat,0.8477156953833287,0.6856274860599854,466001,"['Walking', 'Scooty']",15–30 mins,With friends,1:15 PM,7:30 PM,"['Thursday', 'Monday', 'Tuesday', 'Wednesday', 'Saturday', 'Friday']",Yes,1,"H.No. 28, Kashyap Circle, Sirsa-117624",0.987833433570479,0.9952857269032315,A velit corporis praesentium.,18-02-2024,05:27:17,Not Sure,No,No,4,1,4,Yes,No,3,1,161,2,,,2
30:24.6,Amara Narayan,2024BTech567,Female,2024,Kotri,Rented Flat,0.026056851311942353,0.37576677569688854,466001,"['College Bus', 'Monthly Cab']",15–30 mins,With friends,4:25 PM,2:45 PM,"['Wednesday', 'Monday', 'Saturday', 'Friday']",Yes,3,"875
Acharya Street
Sagar-733528",0.9922677302600316,0.9997970063599384,Nostrum necessitatibus harum aliquam nesciunt.,06-10-2024,00:29:24,Yes,No,Yes,5,4,5,Yes,No,4,1,31,2,,,4
43:44.6,Krish Kalla,2023BTech636,Other,2024,Kotri,PG,0.7740384615384599,0.1290632837175565,466001,"['Walking', 'College Bus']",15–30 mins,With friends,6:00 PM,7:30 PM,"['Wednesday', 'Saturday', 'Tuesday']",No,0,,0.0,0.0,,,,No,Not Sure,No,3,1,3,Not Sure,No,2,1,142,1,,,1
10:15.3,Wridesh Padmanabhan,2022BTech135,Female,2025,Kotri,PG,0.8481562169608736,0.22171287902060044,462030,"['Scooty', 'Bike']",45 mins–1 hour,With friends,4:25 PM,2:45 PM,"['Wednesday', 'Saturday', 'Friday', 'Tuesday', 'Thursday', 'Monday']",Yes,2,"H.No. 657, Setty Zila, Lucknow 864373",0.9898404605696461,0.9943540232566558,Officia molestias eius architecto voluptatum.,11-05-2024,23:13:32,Not Sure,Yes,Yes,2,4,4,Not Sure,Yes,5,1,116,1,,,3
27:20.7,Raksha Suri,2022BTech842,Male,2024,Sehore,Hostel,0.7504785666228813,0.5652063040758719,466001,"['Private Bus', 'Personal Car', 'Scooty']",15–30 mins,With friends,6:00 PM,7:30 PM,"['Tuesday', 'Thursday', 'Saturday', 'Wednesday', 'Monday']",Yes,2,"95
Saraf
Haldia 648474",0.9873785891668889,0.9997843869994005,Voluptatum illum veritatis nobis maxime.,14-02-2024,06:07:44,Not Sure,Yes,Yes,5,2,1,No,No,3,1,102,0,,,3
54:07.5,Kiaan Saini,2021BTech713,Other,2025,Sehore,Hostel,0.9215370999263115,0.9185325293608742,462030,['Private Bus'],45 mins–1 hour,Alone,10:05 AM,5:55 PM,"['Thursday', 'Wednesday', 'Monday', 'Tuesday']",No,0,,0.0,0.0,,,,Not Sure,Not Sure,No,1,1,5,No,Yes,3,1,114,0,,,1
15:03.4,Edhitha Bandi,2022BTech444,Other,2025,Kotri,PG,0.7747973600743236,0.0879992450208249,462030,"['Scooty', 'Personal Car']",30–45 mins,Alone,8:30 AM,2:45 PM,"['Wednesday', 'Friday', 'Thursday', 'Tuesday']",Yes,3,"05/618, Bajwa Nagar
Korba-172841",0.9958992076378108,0.9953718172646917,Fuga tenetur aut eius cum vitae harum.,23-02-2024,00:33:18,Not Sure,Yes,No,5,4,3,Yes,Yes,4,1,128,1,,,4
32:51.0,Lakshmi Misra,2022BTech985,Other,2024,Kotri,Rented Flat,0.9717445455419167,0.965610298236868,466001,"['Walking', 'Bike', 'Monthly Cab']",45 mins–1 hour,With friends,10:05 AM,11:35 AM,"['Saturday', 'Thursday', 'Tuesday', 'Friday']",No,0,,0.0,0.0,,,,Yes,Not Sure,No,1,5,4,Yes,Yes,3,1,136,2,,,1
14:29.8,Saksham Patel,2020BTech157,Male,2023,Bhopal,PG,0.9688771505462412,0.6371220837424403,466001,"['Bike', 'Walking']",15–30 mins,With friends,11:40 AM,5:55 PM,"['Thursday', 'Monday', 'Tuesday']",Yes,1,"H.No. 09
Kumar Circle, Bidar-049385",0.9871226726890385,0.9990566834449538,Molestiae ab perspiciatis animi doloribus veniam magnam.,28-06-2024,16:17:15,Yes,Yes,Yes,2,3,3,Not Sure,No,3,1,23,1,,,2
41:03.4,Priya Sandal,2024BTech897,Male,2025,Kotri,Rented Flat,0.5913661775542209,0.0904790302533911,466001,"['Bike', 'Monthly Cab', 'College Bus']",15–30 mins,With friends,10:05 AM,1:10 PM,"['Thursday', 'Tuesday', 'Monday', 'Friday', 'Saturday', 'Wednesday']",Yes,1,"09/04
Narula Ganj
Srikakulam 750816",0.9869963955911204,0.994235184493309,Facere in facere reiciendis necessitatibus qui placeat iusto.,13-05-2024,14:09:43,No,No,Yes,2,1,4,Yes,No,1,1,4,2,,,2
52:42.0,Darpan Bir,2025BTech747,Female,2025,Kotri,Hostel,0.14514385031876742,0.12091111526081022,462030,"['Bike', 'Private Bus', 'Monthly Cab']",30–45 mins,With friends,1:15 PM,1:10 PM,"['Tuesday', 'Thursday', 'Saturday', 'Wednesday', 'Monday']",Yes,1,"165
Bhardwaj Zila
Nagaon 192996",0.9856858716952331,0.9949962170950658,Laudantium aliquam quibusdam porro error maxime.,15-02-2024,16:15:21,Not Sure,Not Sure,Yes,2,3,2,Not Sure,No,5,1,13,0,,,2
43:22.5,Isaiah Joshi,2024BTech278,Male,2024,Bhopal,Hostel,0.9330487296959546,0.1557927582239529,466001,"['Scooty', 'Private Bus', 'Bike']",30–45 mins,Alone,6:00 PM,10:00 AM,"['Saturday', 'Friday', 'Thursday']",Yes,1,"H.No. 53, Narayan Nagar
Bangalore 175544",0.9800629870334657,0.99874618007892,Blanditiis maxime sint fugiat ad doloremque.,12-11-2024,06:49:30,No,Yes,Yes,2,4,2,No,No,3,1,129,0,,,2
08:59.9,Sanaya Kulkarni,2024BTech475,Other,2024,Kotri,Hostel,0.5888792330118804,0.5060087103711055,462030,['Walking'],30–45 mins,Alone,11:40 AM,4:20 PM,"['Tuesday', 'Thursday', 'Friday']",Yes,3,"H.No. 53, Sarin Path
Yamunanagar-449862",0.9886629808962369,0.9975065150029422,Deserunt explicabo quae fugit quam ullam.,21-04-2024,10:26:17,No,Not Sure,Yes,5,4,1,Yes,Yes,4,1,162,0,,,4
24:38.9,Devika Pillai,2023BTech173,Other,2023,Bhopal,PG,0.938058661455166,0.6265041855160405,462030,['College Bus'],30–45 mins,Alone,4:25 PM,10:00 AM,"['Tuesday', 'Wednesday', 'Monday', 'Friday', 'Thursday']",No,0,,0.0,0.0,,,,No,No,No,2,1,2,Not Sure,No,1,1,50,1,,,1
18:43.6,Arunima Badami,2022BTech576,Other,2024,Kotri,PG,0.2220148656008618,0.3056059209640978,466001,"['Bike', 'College Bus', 'Personal Car']",15–30 mins,Alone,2:50 PM,2:45 PM,"['Friday', 'Wednesday', 'Saturday', 'Tuesday']",No,0,,0.0,0.0,,,,No,No,No,3,3,5,No,Yes,5,1,1,1,,,1
33:15.9,Nikita Saha,2024BTech408,Male,2025,Bhopal,PG,0.6111676224649969,0.5313828366734867,466001,['Bike'],30–45 mins,Alone,8:30 AM,10:00 AM,"['Wednesday', 'Monday', 'Thursday', 'Saturday', 'Friday', 'Tuesday']",Yes,2,"H.No. 146
Grover Nagar
Serampore 419966",0.9842409416398494,0.9991319608983049,At doloribus tempora cupiditate eveniet.,17-03-2024,14:06:05,Yes,No,Yes,2,5,5,Not Sure,Yes,3,1,24,1,,,3
33:16.0,Barkha Kata,2022BTech349,Female,2025,Sehore,Rented Flat,0.5130274244705717,0.1285813821338877,462030,"['Walking', 'College Bus', 'Scooty']",15–30 mins,Alone,10:05 AM,5:55 PM,"['Monday', 'Wednesday', 'Tuesday', 'Thursday']",Yes,1,"13
Suri Zila, Gangtok-138590",0.9832201698446118,0.995243791400422,Sunt minima voluptatibus delectus ducimus.,15-08-2024,10:35:53,Yes,No,No,2,1,3,No,Yes,3,1,141,2,,,2
09:02.5,Turvi Dixit,2024BTech606,Male,2024,Bhopal,PG,0.45591980905391694,0.4287056725839875,466001,"['Personal Car', 'Scooty']",45 mins–1 hour,Alone,4:25 PM,2:45 PM,"['Saturday', 'Friday', 'Tuesday', 'Monday', 'Wednesday']",Yes,1,"45/058, Nayak Street
Raipur-630208",0.9878018962163984,0.9967029404464893,Corporis sunt omnis rerum voluptas.,19-01-2024,23:56:24,Yes,Not Sure,Yes,4,1,5,Not Sure,Yes,3,1,83,1,,,2
45:27.8,Umang Choudhary,2021BTech649,Male,2025,Sehore,Hostel,0.4765262070291172,0.18581321896201075,462030,['Walking'],30–45 mins,With friends,8:30 AM,4:20 PM,"['Monday', 'Tuesday', 'Friday']",No,0,,0.0,0.0,,,,Not Sure,Not Sure,No,4,1,5,No,No,3,1,162,0,,,1
30:27.8,Hritik Shere,2023BTech450,Male,2025,Kotri,PG,0.9217733796815395,0.3298776973939255,466001,['Private Bus'],45 mins–1 hour,With friends,8:30 AM,5:55 PM,"['Saturday', 'Friday', 'Monday', 'Tuesday']",Yes,3,"H.No. 73
Savant Road
Chandigarh 958083",0.9969428769991691,0.9989117801537072,Impedit cupiditate molestias exercitationem dignissimos dolores quia.,14-06-2024,23:00:10,Not Sure,Yes,No,1,5,3,No,Yes,4,1,114,1,,,4
02:18.9,Sarthak Nadig,2022BTech593,Other,2025,Sehore,PG,0.6292250024028405,0.6061538832231861,462030,"['Private Bus', 'Bike', 'Personal Car']",45 mins–1 hour,Alone,10:05 AM,4:20 PM,"['Tuesday', 'Saturday', 'Thursday', 'Friday', 'Monday', 'Wednesday']",No,0,,0.0,0.0,,,,No,Yes,Yes,5,5,4,Yes,No,5,1,92,1,,,1
48:21.1,Ladli Buch,2024BTech595,Male,2024,Bhopal,Rented Flat,0.6183381123249845,0.9891973728332175,462030,['Bike'],30–45 mins,Alone,6:00 PM,2:45 PM,"['Thursday', 'Monday', 'Friday', 'Tuesday', 'Saturday', 'Wednesday']",Yes,2,"H.No. 036, Tak, Vellore 582523",0.9862594599826089,0.9975694440636199,Consectetur eius facilis repudiandae eius.,24-05-2024,02:40:46,Not Sure,No,Yes,4,2,4,Yes,No,3,1,24,2,,,3
19:17.3,William Tripathi,2025BTech821,Male,2025,Bhopal,PG,0.3354792073815389,0.9442319392322247,466001,"['Bike', 'Scooty']",30–45 mins,With friends,6:00 PM,4:20 PM,"['Tuesday', 'Friday', 'Saturday', 'Thursday', 'Wednesday']",Yes,1,"H.No. 882
Gade, Mirzapur 989506",0.9977502077273156,0.9994592771751575,Consectetur nobis in cum labore labore dignissimos.,20-04-2024,04:42:14,No,No,Yes,4,3,3,Yes,No,1,1,20,1,,,2
16:19.3,Ati Dixit,2021BTech477,Male,2023,Sehore,PG,0.561795165475921,0.703413670343167,466001,"['Walking', 'College Bus']",30–45 mins,Alone,1:15 PM,4:20 PM,"['Friday', 'Wednesday', 'Monday', 'Thursday', 'Tuesday']",Yes,2,"H.No. 235
Kar Nagar
Siwan 098041",0.9848203181595531,0.9997347869770006,A laudantium ut.,23-04-2024,15:56:10,No,Not Sure,Yes,4,5,1,Not Sure,No,4,1,142,1,,,3
50:22.9,Krish Parmer,2020BTech928,Female,2024,Bhopal,Rented Flat,0.3680217377374717,0.7095498838416461,462030,"['Scooty', 'Monthly Cab']",30–45 mins,Alone,2:50 PM,1:10 PM,"['Saturday', 'Friday', 'Tuesday', 'Thursday', 'Wednesday']",No,0,,0.0,0.0,,,,No,No,Yes,1,1,1,Yes,No,3,1,124,2,,,1
18:45.9,Yug Sankaran,2024BTech788,Other,2024,Bhopal,Rented Flat,0.7155231794444603,0.2903155852995667,462030,"['Personal Car', 'College Bus', 'Scooty']",45 mins–1 hour,With friends,4:25 PM,5:55 PM,"['Tuesday', 'Friday', 'Wednesday', 'Thursday', 'Saturday']",Yes,1,"08/916
Cherian Marg, Bathinda 914712",0.9857255381108919,0.9976753150791745,Voluptate optio nisi magnam similique.,12-11-2024,08:32:31,No,Not Sure,Yes,3,1,2,No,Yes,4,1,72,2,,,2
52:51.5,Ekanta Bath,2025BTech220,Male,2025,Bhopal,Rented Flat,0.7306611027456498,0.3158523533864468,462030,"['Monthly Cab', 'Personal Car', 'Private Bus']",30–45 mins,With friends,2:50 PM,4:20 PM,"['Saturday', 'Thursday', 'Tuesday', 'Friday']",Yes,3,"00, Palla Zila, Gopalpur 698770",0.9960625549589466,0.9994687223407134,Ipsum sed ab voluptates maiores porro excepturi.,01-04-2024,06:49:52,No,Not Sure,No,4,3,5,Not Sure,No,4,1,56,2,,,4
57:18.5,Aadhya Kothari,2025BTech777,Female,2025,Sehore,PG,0.5826899048473351,0.7331028237424846,466001,"['Bike', 'Personal Car']",45 mins–1 hour,With friends,6:00 PM,5:55 PM,"['Friday', 'Thursday', 'Monday', 'Tuesday']",No,0,,0.0,0.0,,,,Yes,No,Yes,2,1,5,No,Yes,5,1,11,1,,,1
36:03.1,Reva Upadhyay,2021BTech547,Other,2023,Bhopal,Hostel,0.13791929644698797,0.8179074628484102,466001,['Personal Car'],15–30 mins,Alone,2:50 PM,4:20 PM,"['Monday', 'Tuesday', 'Saturday']",Yes,3,"H.No. 53, Raghavan Marg, Darbhanga 808776",0.9905805030969808,0.9998317031498015,Nostrum illum ducimus numquam aspernatur reiciendis.,28-09-2024,21:17:44,Yes,Yes,No,1,5,2,No,Yes,5,1,89,0,,,4
49:13.9,Siya Taneja,2025BTech155,Other,2023,Sehore,Rented Flat,0.2307992663313314,0.09140869872516078,466001,"['Private Bus', 'Walking']",15–30 mins,Alone,1:15 PM,5:55 PM,"['Saturday', 'Friday', 'Thursday', 'Tuesday', 'Wednesday', 'Monday']",No,0,,0.0,0.0,,,,No,No,Yes,4,2,4,No,No,5,1,113,2,,,1
36:44.6,Mohini Devan,2023BTech145,Female,2024,Sehore,Rented Flat,0.38070275205843274,0.33705803099027776,462030,['Walking'],15–30 mins,With friends,4:25 PM,1:10 PM,"['Friday', 'Thursday', 'Monday', 'Wednesday']",No,0,,0.0,0.0,,,,No,No,No,2,1,4,Not Sure,Yes,4,1,162,2,,,1
03:57.3,Saksham Gaba,2025BTech447,Female,2024,Sehore,PG,0.7707305449652395,0.36885148797151146,466001,"['Personal Car', 'College Bus', 'Private Bus']",45 mins–1 hour,With friends,11:40 AM,4:20 PM,"['Thursday', 'Tuesday', 'Monday', 'Friday', 'Saturday']",No,0,,0.0,0.0,,,,Yes,Yes,Yes,2,2,2,No,No,2,1,71,1,,,1
17:05.6,Prisha Sinha,2020BTech600,Female,2024,Bhopal,Rented Flat,0.905219780219781,0.5057677595792995,466001,"['Walking', 'Private Bus']",15–30 mins,With friends,11:40 AM,10:00 AM,"['Thursday', 'Friday', 'Saturday', 'Wednesday']",Yes,2,"90/44, Ratti Chowk
Gwalior-840554",0.987355776721832,0.9976383344173123,Commodi temporibus quis.,10-06-2024,05:54:58,Not Sure,Yes,Yes,4,3,5,No,Yes,5,1,156,2,,,3
41:11.0,Varsha Panchal,2022BTech817,Other,2023,Bhopal,PG,0.8037276134943738,0.4878068859720486,462030,"['Personal Car', 'Monthly Cab']",30–45 mins,Alone,10:05 AM,7:30 PM,"['Thursday', 'Saturday', 'Monday', 'Wednesday', 'Tuesday']",No,0,,0.0,0.0,,,,Yes,No,Yes,4,2,4,Yes,Yes,2,1,76,1,,,1
18:08.9,Dakshesh Pillay,2022BTech517,Male,2023,Kotri,PG,0.17638483965014018,0.11836105271402175,466001,"['Personal Car', 'College Bus']",30–45 mins,With friends,10:05 AM,7:30 PM,"['Wednesday', 'Monday', 'Tuesday']",No,0,,0.0,0.0,,,,No,Not Sure,Yes,3,2,4,No,No,3,1,73,1,,,1
